Match Number,Federation,Series,Tournament,Location,Court,Surface,Round,Best of,Date GMT,Time GMT,Player ,Opponent,Player Rank,Opponent Rank,Player Ranking Points,Opponent Ranking Points,Result,Player Age,Player Aces,Player Double Faults,Player Serves,Player 1st Serve In,Player 1st Serve Won,Player 2nd Serve Won,Player 1st Serve Fault 
8526,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,2nd Round,3,2/14/18,14:00:00,Cirstea S.,Mertens E.,38,20,1310,2215,Win,27.85215606,1,6,74,36,26,20,0.513513514
8527,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,3rd Round,3,2/15/18,11:05:00,Cirstea S.,Muguruza G.,38,4,1310,5690,Loss,27.85215606,2,3,48,32,16,4,0.333333333
8528,WTA,International,Hungarian Ladies Open,Budapest,Indoor,Hard,1st Round,3,2/20/18,12:35:00,Cirstea S.,Kuzmova V.,36,121,1385,513,Loss,27.87132101,3,4,69,39,28,11,0.434782609
8529,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,1st Round,3,3/8/18,19:05:00,Cirstea S.,Niculescu M.,35,71,1385,846,Win,27.90965092,2,2,59,32,22,14,0.457627119
8530,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/10/18,21:10:00,Cirstea S.,Williams V.,35,8,1385,4277,Loss,27.90965092,5,6,60,34,22,5,0.433333333
8531,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/22/18,21:30:00,Cirstea S.,Hsieh S.W.,33,61,1410,925,Loss,27.94798084,6,3,74,40,26,9,0.459459459
8532,WTA,International,Istanbul Cup,Istanbul,Outdoor,Clay,1st Round,3,4/24/18,10:05:00,Cirstea S.,Putintseva Y.,34,83,1355,760,Loss,28.04380561,4,0,63,33,17,13,0.476190476
8533,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/6/18,10:05:00,Cirstea S.,Siniakova K.,36,51,1325,1075,Win,28.08213552,4,2,99,56,33,23,0.434343434
8534,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/8/18,14:40:00,Cirstea S.,Kasatkina D.,36,15,1325,2570,Loss,28.08213552,1,1,61,30,14,11,0.508196721
8535,WTA,Premier,Internazionali BNL d'Italia,Rome,Outdoor,Clay,1st Round,3,5/15/18,13:55:00,Cirstea S.,Collins D.,43,47,1175,1119,Loss,28.10130048,1,3,80,47,26,13,0.4125
8536,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,1st Round,3,5/22/18,14:00:00,Cirstea S.,Petkovic A.,45,107,1175,646,Win,28.12046543,2,5,126,68,45,23,0.46031746
8537,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,2nd Round,3,5/23/18,12:50:00,Cirstea S.,Brengle M.,45,99,1175,690,Win,28.12046543,1,4,80,49,29,11,0.3875
8538,WTA,International,Nürnberger Versicherungscup,Nürnberg,Outdoor,Clay,Quarterfinals,3,5/25/18,09:35:00,Cirstea S.,Riske A.,45,105,1175,647,Loss,28.12046543,3,3,79,43,27,13,0.455696203
8539,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,3,5/29/18,10:05:00,Cirstea S.,Gavrilova D.,49,25,1125,1690,Loss,28.13963039,2,6,123,75,42,20,0.390243902
8540,WTA,International,Mallorca Open,Mallorca,Outdoor,Grass,1st Round,3,6/19/18,13:05:00,Cirstea S.,Larsson J.,49,63,1065,910,Loss,28.19712526,5,2,67,39,23,12,0.417910448
8541,WTA,Premier,Eastbourne International,Eastbourne,Outdoor,Grass,1st Round,3,6/24/18,11:05:00,Cirstea S.,Pavlyuchenkova A.,47,29,1065,1596,Loss,28.21629021,3,4,94,62,45,14,0.340425532
8542,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,3,7/2/18,11:40:00,Cirstea S.,Rybarikova M.,51,19,1036,2310,Win,28.23545517,1,0,76,52,33,13,0.315789474
8543,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,3,7/4/18,11:30:00,Cirstea S.,Rodina E.,51,120,1036,508,Loss,28.23545517,6,3,89,55,33,14,0.382022472
8544,WTA,International,Bucharest Open,Bucharest,Outdoor,Clay,1st Round,3,7/17/18,15:15:00,Cirstea S.,Buyukakcay C.,57,195,976,286,Win,28.27378508,0,0,60,46,27,7,0.233333333
8545,WTA,International,Bucharest Open,Bucharest,Outdoor,Clay,2nd Round,3,7/19/18,21:30:00,Cirstea S.,Zanevska M.,57,166,976,352,Win,28.27378508,1,3,62,36,23,13,0.419354839
8546,WTA,International,Bucharest Open,Bucharest,Outdoor,Clay,Quarterfinals,3,7/20/18,18:55:00,Cirstea S.,Sevastova A.,57,22,976,1945,Loss,28.27378508,1,0,90,56,31,16,0.377777778
8547,WTA,Premier,Rogers Cup,Montreal,Outdoor,Hard,1st Round,3,8/7/18,16:05:00,Cirstea S.,Niculescu M.,54,69,1035,868,Win,28.33127995,1,4,97,55,29,22,0.432989691
8548,WTA,Premier,Rogers Cup,Montreal,Outdoor,Hard,2nd Round,3,8/9/18,18:55:00,Cirstea S.,Williams V.,54,14,1035,2901,Loss,28.33127995,4,6,62,40,23,10,0.35483871
8549,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/29/18,00:10:00,Cirstea S.,Riske A.,51,75,1065,835,Win,28.38877481,2,7,90,58,46,14,0.355555556
8550,WTA,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,3,8/31/18,03:15:00,Cirstea S.,Sharapova M.,51,22,1065,2003,Loss,28.38877481,1,4,72,41,23,13,0.430555556
8551,WTA,Premier,China Open,Beijing,Outdoor,Hard,1st Round,3,9/30/18,15:45:00,Cirstea S.,Bertens K.,61,11,966,3630,Loss,28.48459959,1,4,48,22,7,12,0.541666667
8552,WTA,International,Generali Ladies Linz,Linz,Indoor,Hard,1st Round,3,10/9/18,10:05:00,Cirstea S.,Teichmann J.,80,158,771,376,Loss,28.50376454,2,3,69,38,22,16,0.449275362
8553,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/16/12,00:05:00,Lepchenko V.,Hantuchova D.,128,21,524,2295,Loss,25.65639973,0,3,69,44,32,8,0.362318841
8554,WTA,Premier,Open Gaz de France,Paris,Indoor,Hard,1st Round,3,2/8/12,14:10:00,Lepchenko V.,Mchale C.,113,38,579,1396,Loss,25.71389459,1,3,71,47,29,11,0.338028169
8555,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,1st Round,3,2/13/12,15:00:00,Lepchenko V.,Wozniak A.,114,85,579,759,Win,25.73305955,1,2,70,50,30,10,0.285714286
8556,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,2nd Round,3,2/15/12,14:30:00,Lepchenko V.,Goerges J.,114,21,579,2435,Win,25.73305955,1,1,104,68,40,15,0.346153846
8557,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,3rd Round,3,2/16/12,12:35:00,Lepchenko V.,Radwanska A.,114,6,579,5330,Loss,25.73305955,2,2,55,44,25,5,0.2
8558,WTA,International,Memphis International,Memphis,Indoor,Hard,1st Round,3,2/20/12,16:05:00,Lepchenko V.,Davis L.,90,221,720,269,Win,25.7522245,5,2,67,44,28,13,0.343283582
8559,WTA,International,Memphis International,Memphis,Indoor,Hard,2nd Round,3,2/21/12,16:05:00,Lepchenko V.,Larsson J.,90,61,720,1006,Win,25.7522245,2,4,61,34,25,15,0.442622951
8560,WTA,International,Memphis International,Memphis,Indoor,Hard,Quarterfinals,3,2/23/12,18:25:00,Lepchenko V.,Brianti A.,90,67,720,890,Loss,25.7522245,3,4,58,32,17,10,0.448275862
8561,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,1st Round,3,3/9/12,02:10:00,Lepchenko V.,Panova A.,82,84,770,766,Win,25.79055441,3,4,68,48,36,8,0.294117647
8562,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/11/12,03:55:00,Lepchenko V.,Bartoli M.,82,7,770,5160,Loss,25.79055441,2,1,96,64,36,18,0.333333333
8563,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,1st Round,3,4/3/12,16:40:00,Lepchenko V.,Yakimova A.,77,88,815,744,Win,25.86721424,6,2,104,69,45,19,0.336538462
8564,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,2nd Round,3,4/4/12,15:00:00,Lepchenko V.,Hercog P.,77,38,815,1435,Loss,25.86721424,2,1,49,36,19,9,0.265306122
8565,WTA,International,Budapest Grand Prix,Budapest,Outdoor,Clay,1st Round,3,4/30/12,10:05:00,Lepchenko V.,Vesnina E.,73,78,825,784,Loss,25.94387406,1,0,12,8,3,0,0.333333333
8566,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/6/12,15:05:00,Lepchenko V.,Schiavone F.,77,11,819,3300,Win,25.96303901,8,1,116,94,67,10,0.189655172
8567,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/8/12,16:50:00,Lepchenko V.,Peer S.,77,53,819,1165,Win,25.96303901,3,2,75,51,34,10,0.32
8568,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,3rd Round,3,5/10/12,15:05:00,Lepchenko V.,Medina Garrigues A.,77,30,819,1795,Win,25.96303901,9,1,87,63,43,13,0.275862069
8569,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,Quarterfinals,3,5/11/12,15:05:00,Lepchenko V.,Radwanska A.,77,3,819,6750,Loss,25.96303901,1,5,73,49,26,10,0.328767123
8570,WTA,Premier,Brussels Open,Brussels,Outdoor,Clay,1st Round,3,5/22/12,12:50:00,Lepchenko V.,Radwanska U.,61,90,1029,709,Loss,26.00136893,0,6,51,30,10,6,0.411764706
8571,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,3,5/28/12,14:10:00,Lepchenko V.,Pervak K.,63,40,1029,1409,Win,26.02053388,3,2,123,84,45,19,0.317073171
8572,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,3,5/31/12,13:40:00,Lepchenko V.,Jankovic J.,63,21,1029,2260,Win,26.02053388,1,4,99,66,43,15,0.333333333
8573,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,3rd Round,3,6/2/12,10:05:00,Lepchenko V.,Schiavone F.,63,12,1029,3160,Win,26.02053388,2,1,115,77,43,21,0.330434783
8574,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,4th Round,3,6/4/12,18:15:00,Lepchenko V.,Kvitova P.,63,4,1029,6275,Loss,26.02053388,1,3,46,30,17,6,0.347826087
8575,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,3,6/26/12,16:00:00,Lepchenko V.,Mayr P.,53,93,1209,712,Win,26.0971937,0,0,0,0,0,0,N/A
8576,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,3,6/28/12,16:35:00,Lepchenko V.,Pavlyuchenkova A.,53,30,1209,1800,Win,26.0971937,0,3,86,53,35,19,0.38372093
8577,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,3rd Round,3,6/30/12,13:05:00,Lepchenko V.,Kvitova P.,53,4,1209,6775,Loss,26.0971937,0,6,35,19,7,6,0.457142857
8578,WTA,Premier,Mercury Insurance Open,Carlsbad,Outdoor,Hard,1st Round,3,7/16/12,23:15:00,Lepchenko V.,Gibbs N.,44,324,1364,151,Win,26.15468857,2,1,47,29,24,10,0.382978723
8579,WTA,Premier,Mercury Insurance Open,Carlsbad,Outdoor,Hard,2nd Round,3,7/18/12,21:05:00,Lepchenko V.,Scheepers C.,44,42,1364,1440,Win,26.15468857,3,3,51,28,22,15,0.450980392
8580,WTA,Premier,Mercury Insurance Open,Carlsbad,Outdoor,Hard,Quarterfinals,3,7/21/12,00:30:00,Lepchenko V.,Petrova N.,44,21,1364,2105,Loss,26.15468857,4,4,97,59,38,24,0.391752577
8581,WTA,Premier,Rogers Cup,Montreal,Outdoor,Hard,1st Round,3,8/8/12,19:35:00,Lepchenko V.,Pavlyuchenkova A.,39,24,1495,1970,Win,26.21218344,1,6,60,32,24,14,0.466666667
8582,WTA,Premier,Rogers Cup,Montreal,Outdoor,Hard,2nd Round,3,8/10/12,19:15:00,Lepchenko V.,Cibulkova D.,39,13,1495,2945,Win,26.21218344,6,3,56,33,24,15,0.410714286
8583,WTA,Premier,Rogers Cup,Montreal,Outdoor,Hard,3rd Round,3,8/11/12,19:20:00,Lepchenko V.,Wozniacki C.,39,8,1495,4206,Loss,26.21218344,5,3,90,53,40,18,0.411111111
8584,WTA,Premier,Western & Southern Financial Group Women's Open,Cincinnati,Outdoor,Hard,1st Round,3,8/13/12,16:05:00,Lepchenko V.,Babos T.,37,62,1600,982,Loss,26.23134839,1,3,79,45,30,14,0.430379747
8585,WTA,Premier,New Haven Open at Yale,New Haven,Outdoor,Hard,1st Round,3,8/19/12,18:30:00,Lepchenko V.,Safarova L.,35,17,1600,2210,Loss,26.25051335,4,3,46,25,16,9,0.456521739
8586,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/27/12,20:25:00,Lepchenko V.,Johansson M.,32,77,1600,854,Win,26.2696783,3,5,89,55,35,10,0.382022472
8587,WTA,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,3,8/29/12,17:25:00,Lepchenko V.,Rodionova An.,32,163,1600,377,Win,26.2696783,4,2,43,25,16,13,0.418604651
8588,WTA,Grand Slam,US Open,New York,Outdoor,Hard,3rd Round,3,8/31/12,16:05:00,Lepchenko V.,Stosur S.,32,7,1600,5700,Loss,26.2696783,3,5,79,48,30,14,0.392405063
8589,WTA,International,KDB Korea Open,Seoul,Outdoor,Hard,1st Round,3,9/18/12,06:30:00,Lepchenko V.,Giorgi C.,21,91,1745,732,Win,26.32717317,0,2,63,37,24,15,0.412698413
8590,WTA,International,KDB Korea Open,Seoul,Outdoor,Hard,2nd Round,3,9/20/12,05:45:00,Lepchenko V.,Medina Garrigues A.,21,38,1745,1385,Win,26.32717317,4,0,38,24,21,11,0.368421053
8591,WTA,International,KDB Korea Open,Seoul,Outdoor,Hard,Quarterfinals,3,9/21/12,08:05:00,Lepchenko V.,Paszek T.,21,35,1745,1474,Win,26.32717317,5,1,110,69,49,20,0.372727273
8592,WTA,International,KDB Korea Open,Seoul,Outdoor,Hard,Semifinals,3,9/22/12,06:45:00,Lepchenko V.,Kanepi K.,21,16,1745,2344,Loss,26.32717317,4,4,76,47,30,15,0.381578947
8593,WTA,Premier,China Open,Beijing,Outdoor,Hard,1st Round,3,9/29/12,07:55:00,Lepchenko V.,Pironkova T.,19,45,1855,1285,Win,26.36550308,1,6,82,46,26,21,0.43902439
8594,WTA,Premier,China Open,Beijing,Outdoor,Hard,2nd Round,3,10/1/12,12:35:00,Lepchenko V.,Ivanovic A.,19,12,1855,3145,Loss,26.36550308,2,8,97,62,36,15,0.360824742
8595,WTA,International,Kremlin Cup,Moscow,Indoor,Hard,1st Round,3,10/16/12,08:05:00,Lepchenko V.,Pironkova T.,21,44,1835,1285,Loss,26.40383299,0,4,59,31,22,9,0.474576271
8596,WTA,International,Brisbane International,Brisbane,Outdoor,Hard,1st Round,3,12/30/12,05:40:00,Lepchenko V.,Williams S.,21,3,1835,9400,Loss,26.6146475,2,2,42,27,14,3,0.357142857
8597,WTA,Premier,Apai International,Sydney,Outdoor,Hard,1st Round,3,1/6/13,04:55:00,Lepchenko V.,Makarova E.,21,19,1835,1841,Loss,26.63381246,1,1,78,53,32,13,0.320512821
8598,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/15/13,01:20:00,Lepchenko V.,Hercog P.,20,79,1835,805,Win,26.65297741,0,2,50,35,25,9,0.3
8599,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,2nd Round,3,1/17/13,00:05:00,Lepchenko V.,Vesnina E.,20,47,1835,1181,Loss,26.65297741,2,6,63,36,24,8,0.428571429
8600,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,1st Round,3,2/12/13,13:05:00,Lepchenko V.,Zakopalova K.,21,24,1875,1660,Loss,26.72963723,0,0,0,0,0,0,N/A
8601,WTA,Premier,Dubai Duty Free Tennis Championships,Dubai,Outdoor,Hard,1st Round,3,2/18/13,12:25:00,Lepchenko V.,Hsieh S.W.,23,25,1721,1626,Loss,26.74880219,2,3,57,42,22,4,0.263157895
8602,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/9/13,04:45:00,Lepchenko V.,Arruabarrena-Vecino L.,26,87,1652,756,Loss,26.7871321,0,0,0,0,0,0,N/A
8603,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/21/13,23:00:00,Lepchenko V.,Begu I.,29,53,1577,1125,Win,26.82546201,1,0,63,48,30,11,0.238095238
8604,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,3rd Round,3,3/23/13,15:05:00,Lepchenko V.,Li N.,29,5,1577,5880,Loss,26.82546201,1,3,61,38,24,8,0.37704918
8605,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,1st Round,3,4/1/13,17:45:00,Lepchenko V.,Mchale C.,27,55,1637,1084,Win,26.86379192,5,2,102,70,42,17,0.31372549
8606,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,2nd Round,3,4/2/13,20:45:00,Lepchenko V.,Johansson M.,27,81,1637,783,Win,26.86379192,0,5,74,51,37,14,0.310810811
8607,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,3rd Round,3,4/5/13,16:05:00,Lepchenko V.,Williams V.,27,24,1637,1770,Loss,26.86379192,2,6,79,48,26,13,0.392405063
8608,WTA,International,Portugal Open,Oeiras,Outdoor,Clay,1st Round,3,4/29/13,12:40:00,Lepchenko V.,Kuznetsova S.,27,45,1657,1237,Loss,26.94045175,0,3,89,56,30,14,0.370786517
8609,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/5/13,19:05:00,Lepchenko V.,Vinci R.,27,13,1657,2865,Win,26.9596167,1,4,71,48,32,10,0.323943662
8610,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/8/13,,Lepchenko V.,Goerges J.,27,28,1657,1585,Walkover Win,26.9596167,0,0,0,0,0,0,N/A
8611,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,3rd Round,3,5/9/13,19:05:00,Lepchenko V.,Errani S.,27,7,1657,5270,Loss,26.9596167,2,3,63,36,21,6,0.428571429
8612,WTA,Premier,Internazionali BNL d'Italia,Rome,Outdoor,Clay,1st Round,3,5/14/13,10:05:00,Lepchenko V.,Tsurenko L.,31,68,1517,883,Win,26.97878166,2,2,53,30,18,14,0.433962264
8613,WTA,Premier,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2nd Round,3,5/15/13,11:05:00,Lepchenko V.,Kirilenko M.,31,12,1517,2971,Loss,26.97878166,1,2,47,31,13,8,0.340425532
8614,WTA,Premier,Brussels Open,Brussels,Outdoor,Clay,1st Round,3,5/20/13,14:40:00,Lepchenko V.,Jovanovski B.,29,48,1567,1270,Win,26.99794661,3,5,106,70,48,18,0.339622642
8615,WTA,Premier,Brussels Open,Brussels,Outdoor,Clay,2nd Round,3,5/22/13,16:30:00,Lepchenko V.,Baltacha E.,29,234,1567,234,Win,26.99794661,4,1,36,25,18,7,0.305555556
8616,WTA,Premier,Brussels Open,Brussels,Outdoor,Clay,Quarterfinals,3,5/24/13,11:30:00,Lepchenko V.,Kanepi K.,29,40,1567,1410,Loss,26.99794661,1,3,118,76,44,18,0.355932203
8617,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,3,5/27/13,12:20:00,Lepchenko V.,Lucic M.,25,101,1686,671,Win,27.01711157,5,3,46,30,23,8,0.347826087
8618,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,3,5/29/13,12:25:00,Lepchenko V.,Svitolina E.,25,90,1686,744,Win,27.01711157,1,5,59,36,23,12,0.389830508
8619,WTA,Grand Slam,French Open,Paris,Outdoor,Clay,3rd Round,3,5/31/13,15:45:00,Lepchenko V.,Kerber A.,25,8,1686,5135,Loss,27.01711157,1,4,104,84,54,6,0.192307692
8620,WTA,Premier,AEGON International,Eastbourne,Outdoor,Grass,1st Round,3,6/17/13,14:40:00,Lepchenko V.,Watson H.,27,57,1566,1085,Loss,27.07460643,1,1,53,32,18,12,0.396226415
8621,WTA,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,3,6/24/13,11:35:00,Lepchenko V.,Birnerova E.,29,152,1566,419,Loss,27.09377139,7,6,96,69,43,13,0.28125
8622,WTA,Premier,Bank of the West Classic,Stanford,Outdoor,Hard,1st Round,3,7/23/13,19:05:00,Lepchenko V.,Larcherde Brito M.,40,111,1292,598,Win,27.17043121,7,4,65,38,30,11,0.415384615
8623,WTA,Premier,Bank of the West Classic,Stanford,Outdoor,Hard,2nd Round,3,7/24/13,20:55:00,Lepchenko V.,Paszek T.,40,114,1292,588,Win,27.17043121,3,5,63,40,28,14,0.365079365
8624,WTA,Premier,Bank of the West Classic,Stanford,Outdoor,Hard,Quarterfinals,3,7/27/13,04:05:00,Lepchenko V.,Radwanska A.,40,4,1292,5965,Loss,27.17043121,1,3,85,57,32,15,0.329411765
8625,WTA,Premier,Southern California Open,Carlsbad,Outdoor,Hard,1st Round,3,7/29/13,19:05:00,Lepchenko V.,Stosur S.,37,13,1411,2965,Loss,27.18959617,0,3,62,36,17,12,0.419354839
8626,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,1st Round,3,8/5/13,20:55:00,Lepchenko V.,Morita A.,37,53,1357,1129,Win,27.20876112,3,2,54,34,23,13,0.37037037
8627,WTA,Premier,Rogers Cup,Toronto,Outdoor,Hard,2nd Round,3,8/7/13,19:15:00,Lepchenko V.,Rybarikova M.,37,42,1357,1285,Loss,27.20876112,0,2,50,30,16,9,0.4
8628,WTA,Premier,Western & Southern Financial Group Women's Open,Cincinnati,Outdoor,Hard,1st Round,3,8/13/13,16:05:00,Lepchenko V.,Pennetta F.,40,87,1302,754,Win,27.22792608,2,2,74,50,34,8,0.324324324
8629,WTA,Premier,Western & Southern Financial Group Women's Open,Cincinnati,Outdoor,Hard,2nd Round,3,8/14/13,22:15:00,Lepchenko V.,Radwanska A.,40,4,1302,6335,Loss,27.22792608,1,5,57,37,16,10,0.350877193
8630,WTA,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,3,8/27/13,16:05:00,Lepchenko V.,Dulgheru A.,35,214,1371,253,Loss,27.26625599,2,2,101,64,38,18,0.366336634
8631,WTA,International,Guangzhou Open,Guangzhou,Outdoor,Hard,1st Round,3,9/17/13,11:40:00,Lepchenko V.,Babos T.,47,105,1216,641,Loss,27.32375086,2,5,89,57,41,16,0.359550562
8632,WTA,Premier,Toray Pan Pacific Open,Tokyo,Outdoor,Hard,1st Round,3,9/23/13,03:05:00,Lepchenko V.,Doi M.,55,95,1087,709,Loss,27.34291581,0,8,108,54,27,22,0.5
8633,WTA,Premier,China Open,Beijing,Outdoor,Hard,1st Round,3,9/28/13,08:30:00,Lepchenko V.,Watson H.,56,90,1087,745,Win,27.36208077,3,2,71,47,35,10,0.338028169
8634,WTA,Premier,China Open,Beijing,Outdoor,Hard,2nd Round,3,10/1/13,10:20:00,Lepchenko V.,Kvitova P.,56,7,1087,3945,Loss,27.36208077,1,5,76,48,24,11,0.368421053
8635,WTA,International,HP Open,Osaka,Outdoor,Hard,1st Round,3,10/7/13,06:35:00,Lepchenko V.,Bouchard E.,55,35,1087,1535,Loss,27.38124572,1,1,52,40,19,4,0.230769231
8636,WTA,International,Kremlin Cup,Moscow,Indoor,Hard,1st Round,3,10/14/13,13:45:00,Lepchenko V.,Kleybanova A.,56,254,1087,215,Loss,27.40041068,3,2,134,93,53,12,0.305970149
8637,WTA,Premier,Brisbane International,Brisbane,Outdoor,Hard,1st Round,3,12/29/13,03:15:00,Lepchenko V.,Svitolina E.,54,45,1087,1160,Loss,27.61122519,7,5,57,31,18,7,0.456140351
8638,WTA,Premier,Apai International,Sydney,Outdoor,Hard,1st Round,3,1/6/14,02:00:00,Lepchenko V.,Kuznetsova S.,52,20,1087,2341,Win,27.63039014,1,5,92,64,40,15,0.304347826
8639,WTA,Premier,Apai International,Sydney,Outdoor,Hard,2nd Round,3,1/7/14,03:50:00,Lepchenko V.,Pironkova T.,52,107,1087,611,Loss,27.63039014,0,3,70,54,27,4,0.228571429
8640,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,3,1/14/14,02:50:00,Lepchenko V.,Tsurenko L.,50,96,1141,685,Win,27.6495551,3,5,94,60,42,15,0.361702128
8641,WTA,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,2nd Round,3,1/16/14,00:05:00,Lepchenko V.,Halep S.,50,11,1141,3335,Loss,27.6495551,1,4,89,56,34,10,0.370786517
8642,WTA,Premier,Qatar Total Open,Doha,Outdoor,Hard,1st Round,3,2/11/14,11:35:00,Lepchenko V.,Kanepi K.,51,27,1111,1932,Loss,27.72621492,2,4,58,38,24,9,0.344827586
8643,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,1st Round,3,3/6/14,03:30:00,Lepchenko V.,Van Uytvanck A.,51,93,1111,678,Win,27.78370979,0,0,43,31,25,7,0.279069767
8644,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/7/14,19:05:00,Lepchenko V.,Hantuchova D.,51,34,1111,1482,Win,27.78370979,0,1,43,34,17,4,0.209302326
8645,WTA,Premier,BNP Paribas Open,Indian Wells,Outdoor,Hard,3rd Round,3,3/10/14,23:50:00,Lepchenko V.,Davis L.,51,66,1111,875,Loss,27.78370979,0,4,58,41,23,7,0.293103448
8646,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,1st Round,3,3/18/14,20:40:00,Lepchenko V.,Wickmayer Y.,49,60,1171,952,Win,27.8220397,7,2,57,38,23,10,0.333333333
8647,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/21/14,16:50:00,Lepchenko V.,Jankovic J.,49,6,1171,4590,Win,27.8220397,0,3,100,65,35,20,0.35
8648,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,3rd Round,3,3/23/14,20:00:00,Lepchenko V.,Tomljanovic A.,49,69,1171,881,Win,27.8220397,3,4,128,88,60,19,0.3125
8649,WTA,Premier,Sony Ericsson Open,Miami,Outdoor,Hard,4th Round,3,3/25/14,00:35:00,Lepchenko V.,Wozniacki C.,49,18,1171,2605,Loss,27.8220397,0,2,34,25,5,4,0.264705882
8650,WTA,Premier,Family Circle Cup,Charleston,Outdoor,Clay,1st Round,3,3/31/14,18:30:00,Lepchenko V.,Cetkovska P.,46,83,1211,725,Loss,27.86036961,0,3,75,63,30,4,0.16
8651,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,1st Round,3,5/4/14,10:05:00,Lepchenko V.,Medina Garrigues A.,47,125,1152,524,Win,27.95619439,1,2,86,61,39,12,0.290697674
8652,WTA,Premier,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/6/14,18:05:00,Lepchenko V.,Kvitova P.,47,6,1152,4295,Loss,27.95619439,2,5,60,48,31,4,0.2
8653,WTA,Premier,Internazionali BNL d'Italia,Rome,Outdoor,Clay,1st Round,3,5/12/14,11:50:00,Lepchenko V.,Peng S.,49,39,1077,1325,Win,27.97535934,2,1,39,30,22,4,0.230769231
